0.0,0.0,0.0
-0.5,-0.456263661,-0.0421703458
-0.5,-0.433018506,-0.061724335
-0.5,-0.408309579,-0.0793844759
0.0,0.0,0.0
-0.5,-0.5,0.0
-0.405462354,-0.5,0.118007123
-0.420615524,-0.5,0.091690436
-0.438275665,-0.5,0.066981487
-0.457829654,-0.5,0.0437363498
-0.478616029,-0.5,0.0215814169
-0.478418589,-0.478616059,0.0
-0.456263661,-0.457829654,0.0
-0.433018506,-0.438275665,0.0
-0.408309579,-0.420615524,0.0
-0.381992877,-0.405462325,0.0
-0.375365227,-0.5,0.234815016
-0.378286242,-0.5,0.204586357
-0.384215921,-0.5,0.174802825
-0.393265694,-0.5,0.145816103
-0.393265694,-0.5,0.354183882
-0.384215921,-0.5,0.32519716
-0.378286242,-0.5,0.295413643
-0.375365227,-0.5,0.265184999
-0.5,-0.5,0.5
-0.5,-0.381992877,0.405462354
-0.5,-0.408309579,0.420615524
-0.5,-0.433018506,0.438275665
-0.5,-0.456263661,0.457829654
-0.5,-0.478418589,0.478616059
-0.478616059,-0.5,0.478418589
-0.457829654,-0.5,0.456263661
-0.438275665,-0.5,0.433018506
-0.420615524,-0.5,0.408309579
-0.405462354,-0.5,0.381992877
-0.5,-0.354183912,-0.106734306
-0.5,-0.32519716,-0.115784079
-0.5,-0.295413643,-0.121713758
-0.5,-0.265184999,-0.124634773
-0.5,-0.265184999,0.375365227
-0.5,-0.295413643,0.378286242
-0.5,-0.32519716,0.384215921
-0.5,-0.354183882,0.393265694
-0.5,-0.234815001,-0.124634773
-0.5,-0.204586357,-0.121713758
-0.5,-0.17480284,-0.115784079
-0.5,-0.145816118,-0.106734306
-0.5,-0.145816103,0.393265694
-0.5,-0.174802825,0.384215921
-0.5,-0.204586357,0.378286242
-0.5,-0.234815016,0.375365227
-0.478418589,-0.0213839412,-0.5
-0.456263661,-0.0421703458,-0.5
-0.433018506,-0.061724335,-0.5
-0.408309579,-0.0793844759,-0.5
-0.381992877,-0.0945376456,-0.5
-0.5,-0.118007123,-0.0945376456
-0.5,-0.0916904211,-0.0793844759
-0.5,-0.0669814944,-0.061724335
-0.5,-0.0437363386,-0.0421703458
-0.5,-0.0215814114,-0.0213839412
-0.381992877,-0.0945376605,0.5
-0.408309579,-0.0793844685,0.5
-0.433018506,-0.0617243238,0.5
-0.456263632,-0.0421703458,0.5
-0.478418589,-0.0213839579,0.5
-0.5,-0.0215814169,0.478616029
-0.5,-0.0437363498,0.457829654
-0.5,-0.066981487,0.438275665
-0.5,-0.091690436,0.420615524
-0.5,-0.118007123,0.405462354
-0.5,0.0,-0.5
-0.405462325,0.0,-0.381992877
-0.420615524,0.0,-0.408309579
-0.438275665,0.0,-0.433018506
-0.457829654,0.0,-0.456263661
-0.478616029,0.0,-0.478418589
-0.5,0.118007116,-0.405462325
-0.5,0.091690436,-0.420615524
-0.5,0.066981487,-0.438275665
-0.5,0.0437363535,-0.457829654
-0.5,0.0215814132,-0.478616029
-0.375365227,0.0,-0.265184999
-0.378286242,0.0,-0.295413643
-0.384215891,0.0,-0.32519716
-0.393265665,0.0,-0.354183912
-0.393265665,0.0,-0.145816103
-0.384215891,0.0,-0.17480284
-0.378286242,0.0,-0.204586357
-0.375365227,0.0,-0.234815001
-0.478616059,0.0,-0.0215814114
-0.457829654,0.0,-0.0437363535
-0.438275665,0.0,-0.0669814944
-0.420615524,0.0,-0.0916904211
-0.405462325,0.0,-0.118007123
-0.5,0.0,0.0
-0.5,0.0215814114,0.0213839579
-0.5,0.0437363684,0.0421703458
-0.5,0.0669814944,0.0617243238
-0.5,0.0916904211,0.0793844685
-0.5,0.118007123,0.0945376605
-0.381992877,0.094537653,0.0
-0.408309579,0.0793844759,0.0
-0.433018506,0.0617243275,0.0
-0.456263661,0.0421703458,0.0
-0.478418589,0.0213839673,0.0
-0.5,0.0,0.5
-0.5,0.234815016,-0.375365227
-0.5,0.204586357,-0.378286242
-0.5,0.174802825,-0.384215891
-0.5,0.145816103,-0.393265665
-0.5,0.145816088,0.106734321
-0.5,0.17480284,0.115784101
-0.5,0.204586357,0.121713765
-0.5,0.234815001,0.124634765
-0.5,0.354183912,-0.393265665
-0.5,0.32519716,-0.384215891
-0.5,0.295413643,-0.378286242
-0.5,0.265184999,-0.375365227
-0.5,0.265184999,0.124634765
-0.5,0.295413643,0.121713765
-0.5,0.32519716,0.115784101
-0.5,0.354183912,0.106734321
-0.5,0.5,-0.5
-0.5,0.478418589,-0.478616029
-0.5,0.456263632,-0.457829654
-0.5,0.433018506,-0.438275665
-0.5,0.408309579,-0.420615524
-0.5,0.381992877,-0.405462325
-0.381992877,0.405462354,-0.5
-0.408309579,0.420615524,-0.5
-0.433018506,0.438275665,-0.5
-0.456263661,0.457829654,-0.5
-0.478418589,0.478616029,-0.5
-0.5,0.5,0.0
-0.5,0.381992877,0.0945376605
-0.5,0.408309579,0.0793844685
-0.5,0.433018506,0.0617243238
-0.5,0.456263661,0.0421703495
-0.5,0.478418589,0.0213839654
-0.478616029,0.5,0.0215814132
-0.457829654,0.5,0.0437363535
-0.438275665,0.5,0.066981487
-0.420615524,0.5,0.091690436
-0.405462325,0.5,0.118007116
-0.393265665,0.5,0.145816103
-0.384215891,0.5,0.174802825
-0.378286242,0.5,0.204586357
-0.375365227,0.5,0.234815016
-0.375365227,0.5,0.265184999
-0.378286242,0.5,0.295413643
-0.384215891,0.5,0.32519716
-0.393265665,0.5,0.354183912
-0.5,0.5,0.5
-0.405462325,0.5,0.381992877
-0.420615524,0.5,0.408309579
-0.438275665,0.5,0.433018506
-0.457829654,0.5,0.456263632
-0.478616029,0.5,0.478418589
-0.478418589,0.478616029,0.5
-0.456263661,0.457829654,0.5
-0.433018506,0.438275665,0.5
-0.408309579,0.420615524,0.5
-0.381992877,0.405462325,0.5
-0.354183912,-0.393265665,0.0
-0.32519716,-0.384215891,0.0
-0.295413643,-0.378286242,0.0
-0.265184999,-0.375365227,0.0
-0.354183882,-0.106734306,-0.5
-0.32519716,-0.115784079,-0.5
-0.295413643,-0.121713758,-0.5
-0.265184999,-0.124634773,-0.5
-0.265184999,-0.124634765,0.5
-0.295413643,-0.121713765,0.5
-0.32519716,-0.115784101,0.5
-0.354183912,-0.106734321,0.5
-0.265184999,0.124634773,0.0
-0.295413643,0.121713758,0.0
-0.32519716,0.115784094,0.0
-0.354183912,0.106734313,0.0
-0.265184999,0.375365227,-0.5
-0.295413643,0.378286242,-0.5
-0.32519716,0.384215921,-0.5
-0.354183912,0.393265694,-0.5
-0.354183912,0.393265665,0.5
-0.32519716,0.384215891,0.5
-0.295413643,0.378286242,0.5
