-4.02E-03,6.10E-03,4.47E-01,-2.48E-01,-2.71E-01,5.91E-01,8.26E-01,-3.42E-01
2.49E-01,2.81E-01,-1.25E-01,1.98E-01,-1.30E-01,-5.82E-02,4.37E-03,5.86E-01
-5.46E-03,1.62E-02,4.20E-01,-4.03E-01,-6.95E-02,1.33E+00,7.91E-01,-1.66E+00
1.01E-02,-1.14E-02,-7.22E-02,3.07E-02,1.20E+00,-9.39E-02,-1.43E-01,8.23E-02
4.01E-01,1.17E-01,-2.07E-01,-2.65E-01,-7.17E-01,2.32E+00,5.32E-01,-1.19E+00
-1.38E-03,8.44E-03,5.20E-01,-4.51E-01,2.02E-01,7.66E-01,4.05E-01,-1.01E+00
-3.79E-03,5.26E-03,2.91E-01,7.17E-03,4.31E-01,4.43E-01,2.81E-01,-4.60E-01
2.17E-01,1.47E-01,-3.24E-01,4.76E-01,1.40E-01,3.52E-01,-3.21E-02,3.03E-02
1.71E-04,4.73E-03,3.55E-01,-3.93E-01,-1.56E-01,1.14E+00,9.49E-01,-1.46E+00
