x,y,z,sigma_11,sigma_22,sigma_12,vonMises
-0.3743804454623587,-0.48482569247242646,0.22584945894486896,161.61317583015594,-15.683864454652223,-14.739692694842113,171.90490677162765
-0.31966394879849125,-0.39876661392809926,0.08568524825691301,76.49620177708138,-40.411522731934525,15.099175623441816,106.11335149912759
-0.2963257964389148,-0.3853085711092706,0.059153224625789466,55.769173712595425,-19.26117494168895,3.5733163210039223,67.7766860840923
-0.3451246695348048,-0.42100025823348286,0.15919886444236195,117.55146129614714,-43.68187530707289,38.09178365695565,158.79002646328163
-0.3345517328338585,-0.4106445934527319,0.13985494630636883,104.04772341576825,-46.057097957417035,35.63360801367898,146.7943570784898
-0.36536256691887914,-0.45177691799777886,0.20929545049576537,139.4069534286573,-17.38210503651929,56.33253575712008,177.98788245709346
-0.2506093083649429,-0.37485530078538287,0.01393538133204056,21.435618118410286,35.42640851092383,-24.490016266202307,52.48249108141469
-0.3191030558445606,-0.39838560198618994,0.1097919593012528,86.80090876004772,-45.15404290954085,22.50317062471707,122.52295856646829
-0.37541134866187525,-0.4860817526094875,0.2551205434346504,5.732608399543352,129.35812349383818,45.59370313990599,149.20182554395666
-0.2729090302580332,-0.37703628624764474,0.05027860591342354,47.63843224749965,0.9781429580544483,-12.586565491223928,51.952330902520316
-0.29623879428098054,-0.38495528169186566,0.08141526270622419,66.09675674943887,-28.1082182225242,7.812655075262345,84.85180012780476
-0.34858233697786556,-0.4205470674359868,0.18924858110029233,111.59063682208053,-18.15700291535468,69.9664590845866,171.7387978583636
-0.370098147867412,-0.45434620685515387,0.239191537930432,61.37240593701219,62.900086805215324,90.64226950649703,168.85119642331048
-0.3782626565815861,-0.4886757949841076,0.2824164413707954,37.79133917353946,76.02902765483178,-54.865616571386695,115.61170890876832
-0.2201877935304777,-0.37454192805338216,0.013043670325115662,16.54968137598975,61.442759398678646,-43.530027335805855,93.36399940463657
-0.24908650444621633,-0.3720539075986349,0.04141359145471851,40.64148752994805,26.592536560960056,-27.03715323633882,58.916519175327856
-0.32955417986497365,-0.4004806623522992,0.16427297078716155,95.28414199873652,-27.208054170186898,58.31851630499219,150.38281170822526
-0.3160770291481273,-0.39303894321243793,0.133260946374506,86.61744272364007,-38.08070227942791,37.49246827060407,128.3286010587998
-0.27161284554072984,-0.37401694910639766,0.0753342271954999,56.16090872329623,-5.477814627603923,-8.332182328322496,60.82737012301315
-0.2965773934850759,-0.3827941240406901,0.1044351642756546,71.05905620633182,-31.232269285224938,18.751433155571302,96.43147011423758
-0.3766496083186551,-0.4576469809471206,0.2686424266661675,-18.39488417907569,128.40079551031832,15.13366087304042,140.9756606220317
-0.35559298239934195,-0.4217589033776676,0.21928522891068403,70.18638472627504,37.49695375921368,94.49893718645103,174.61535415782953
-0.38456442660478046,-0.48624553300300594,0.31093410885964734,52.87385668565209,17.899373362548516,-35.35863769805442,76.94363628812486
-0.19020677973821676,-0.3773712180066433,0.012378558151390207,9.109687645756303,80.75415548913588,-54.09113739778482,121.02118963273341
-0.3840203159530503,-0.46547570531571647,0.29620771859717754,9.511303308603274,72.26108239359863,-47.740275223197386,107.061820843983
-0.22036999049506736,-0.36887404735475704,0.0390368995512584,34.29972528696901,48.70760561571515,-45.921726386621174,90.57957479782971
-0.3318586007941069,-0.39435619230479024,0.1900142709531868,73.63626187098671,3.819178872221464,79.69076163621058,155.5876203446197
-0.2472096982117425,-0.3663527633701704,0.06952198592923838,48.47816457632405,17.082913366759044,-24.09374046452995,59.62663056776651
-0.29688467451554246,-0.3785638043448238,0.12657806440608507,70.6461849549372,-27.14518779936735,31.702500798839782,103.2501539851735
-0.2730158334388699,-0.36949601913637903,0.10065137879480816,55.52045951397848,-11.19493896973821,5.340869371611406,62.56972827129863
-0.3118624667524313,-0.38278677370130526,0.15747641706800983,71.78844343983971,-18.397122136770015,55.995134993141704,127.35423395043497
-0.39321863166784327,-0.4840146306270108,0.33704156930224766,41.600280106811866,-12.937222405692324,-17.129974820588856,57.58867264039433
-0.366697175830556,-0.4243808576898671,0.25177429680612273,-4.075945977625139,114.62803050603527,66.25694184641522,163.68678444421522
-0.16068626886450563,-0.3834008194499914,0.01183445763918363,-0.17752297747582446,99.73828906096686,-53.49876118325136,136.20505130752915
-0.3790810129982349,-0.42929035539726174,0.2824419929582708,-32.46653484298686,122.27762160974851,-8.634527238003589,142.1249044876712
-0.39170164055006373,-0.44203978555636,0.3112379703748587,6.660858671257245,48.22883882056368,-55.65442556482188,106.49595160289734
-0.40531038765500327,-0.48553238205545346,0.3657709339553788,32.462284205944314,-40.625246080369635,5.454831874128558,64.1269395143765
-0.19117733929176184,-0.36870757601371057,0.03710278283561196,27.996600025068403,68.78190912520645,-56.804666346527036,115.1929311778878
-0.4021282066493288,-0.4543391645610825,0.3365781180664025,35.975885528687584,-10.764136526189859,-44.88925396193784,88.55797921128911
-0.22108865430023453,-0.36100129396252034,0.06533172848977875,43.26260253496012,37.34875184355653,-41.23944077048084,82.17574010236143
-0.24962524534489483,-0.3591844355154803,0.09709890998473485,46.86401234619501,7.969963043825537,-11.078721601255353,47.48121454400752
-0.27665053682899093,-0.3637618851161558,0.1265178382679741,49.42911339866832,-8.414430975001025,24.16579485121732,68.42451815857696
-0.4191850126035596,-0.48625079082145234,0.3914540453330601,24.254518066634798,-55.19677623183159,16.978392708095043,76.41030307633548
-0.13196398510488175,-0.39269073358537226,0.011493588499268329,-6.1245488555203025,116.07444627045706,-38.06347047256422,136.26508777374
-0.2911845374897998,-0.36756844358999696,0.1471347887863365,53.14061795490946,-10.386813635752368,40.5798316843499,91.7820303104609
-0.4166007909462339,-0.45613266360339144,0.36232269568026126,38.493929860680595,-50.02750748798897,-24.665414425783005,87.95133604621356
-0.310571215444883,-0.3716671275117101,0.18065986291039407,47.62729664985099,12.404612243192268,69.42806803273051,127.64092422188246
-0.43443382002461306,-0.4885578350431336,0.4160104275740044,19.15151960108768,-61.68970899661991,22.999741647656176,83.31156532996752
-0.4323070821886325,-0.4567224692628252,0.3859464298903456,34.48503407745692,-70.21628250945632,-13.52510642535134,95.34012959584925
-0.45051461451108393,-0.49163277735446376,0.43923685742528895,13.779795726480597,-58.78717488171563,24.69377368037452,79.27948875829458
-0.4474828925833309,-0.46582119247282944,0.41178087855064566,29.040452452500862,-75.17042606770178,2.5117459464284444,93.25154487190713
-0.4626325826376428,-0.47551663944988976,0.4375073218881799,22.740590238213432,-66.9668998141165,12.382268197139307,83.57349245071802
-0.46972417817549345,-0.4910870203201213,0.4601616601802868,13.88850055550985,-51.47009842607878,20.548623739722224,69.45244259954723
-0.4892397392548128,-0.48907588058455914,0.47837280940004706,13.335535817892122,-35.65665953129451,12.598312554824627,48.99884674657208
-0.4165267849011367,-0.4288886855087769,0.3489957275060421,25.81071540775565,-21.450604515972145,-61.160679699777205,113.58636862081248
-0.34745182350800435,-0.3954154278561601,0.22935145165660792,21.027707601881616,74.9852934532245,87.60504817785409,165.86778859927304
-0.4912644952329008,-0.4687527488798556,0.46093490584639807,24.585562092605436,-57.887451402243656,1.9030754348445837,73.41299280387052
-0.47564765862472,-0.4610548162419712,0.43872327175919434,26.07918307523628,-70.44804859561349,-0.7278067719733539,86.49779191119129
-0.10490215441257066,-0.4051845777693748,0.011058483956068153,-8.33781394597137,126.01775240020005,-15.728104072980301,133.20219745931226
-0.49146628055401353,-0.4472918428610248,0.44231322709071885,30.480064610872407,-73.18453525506766,-12.687556332892639,94.86096225199964
-0.16158540514000402,-0.37188822754872974,0.03536877469602454,20.704678136606976,83.56685955694246,-57.55800009840216,124.98259442386245
-0.4639267617236393,-0.4459923479771097,0.41454756158002504,33.000308659776124,-82.86926988879017,-15.394149777429096,106.78008845469162
-0.4021166178554043,-0.4128925230555164,0.324267930737506,-6.825737887489524,44.03212032105718,-70.03855137172425,130.39235431714422
-0.33184512900564506,-0.38111960675251927,0.21237611792514413,29.51013461019737,57.35859769735704,84.04869928645299,153.82050705498233
-0.35971112432285685,-0.397309350189484,0.2554346999495048,-15.781738542190595,115.78526768485202,63.1564408459885,165.67677075228536
-0.48705882355924834,-0.42764257001418576,0.4230938440547524,31.72815989996251,-81.20813002247137,-31.89192998403018,115.01872300296579
-0.4495168755850427,-0.43265519167696137,0.39040247016845714,36.8723117685385,-78.16219271814454,-34.367407705033685,117.87396922634238
-0.19297930530467264,-0.35826943637376174,0.061697631928938734,37.4675413644254,56.63609653932929,-54.70908246163871,107.09201608282197
-0.3836769431665621,-0.40097823203100874,0.29671112436586705,-37.319675727981874,114.53619373693755,-35.227039494357655,150.02861199177286
-0.0798864960429509,-0.4211051745739637,0.009800345140864945,-4.273754130055387,137.78397031694075,9.376972647284113,140.90892488038142
-0.47415666071381174,-0.414345991410254,0.40321456883084894,29.525543557823376,-78.57409680255972,-52.19294610250272,132.4307373571552
-0.43593584967984794,-0.4132175043733858,0.36698633832696886,26.5615477248936,-45.93485436937917,-64.87434874547255,129.0800947686891
-0.2242378254632002,-0.35143628226554324,0.09182612756292396,39.00508371986545,28.572390166167843,-28.784909623290112,60.901745716821125
-0.05530242174752668,-0.44004128871987913,0.008876652146262463,12.097701619934899,156.9672108536438,37.56873956244179,164.68256666559515
-0.03236790785187665,-0.4593287968169199,0.009402022804125687,34.14693237998429,181.0114082022912,54.73789369953959,191.67386257504342
-0.2558694978568258,-0.3510165545340163,0.12633547333914996,35.28389713303684,7.226472457831962,10.661358025667589,37.191273910637456
-0.010590147337376454,-0.479212557900484,0.010254074928796743,57.69195135100098,207.87104944152344,66.63782043857859,218.78767175816233
-0.4874788986569978,-0.3941194520556909,0.40351027720783184,27.982972420376626,-78.61413324818479,-68.18625587774285,152.02362410577425
-0.46034377788883746,-0.39894256676780926,0.3843940236263826,26.837207037267063,-61.6163073012763,-70.88377689580857,145.7530242703971
-0.131938884862067,-0.3786198249037605,0.03420626524995266,14.421859651590097,92.51195857809893,-46.364570702931445,117.8188367047493
-0.2867363880670863,-0.354317521223074,0.16731222513841873,30.221913062195384,16.426272191401758,51.139189027897594,92.37100757506944
-0.3674082971127167,-0.38419412440403267,0.2771545562329094,-45.064559121292405,138.18961684636457,7.857734342045177,165.9514110160975
-0.3120502660098147,-0.35862574504200234,0.2046104198273327,16.57718716955732,58.079733108664,71.65981623853878,134.5014784898343
-0.4868597537783671,-0.37019227164016366,0.392229364864216,22.829023942358937,-62.970064375055216,-88.0279673016497,170.79434279451513
-0.16350002232917488,-0.3588221025384696,0.05839455683958356,33.5500628767452,70.71477251402692,-59.55315330761384,119.9726423532643
-0.43245213392617626,-0.3851116000454301,0.35565662940728354,7.176809413249032,0.1083707926108417,-90.48773828881053,156.89114991907945
-0.40966835032365806,-0.38404924635435295,0.333093163037762,-13.067528085878038,54.15128973070948,-82.81732745158709,156.1629762392073
-0.4587401744240317,-0.37684488357138424,0.3754833626701292,17.27074515544352,-36.09064635917517,-89.76694026362534,162.47595650277523
-0.1965766600082568,-0.34634265796171126,0.0861771285355052,35.41274680733092,47.70479090109719,-45.407420150285496,89.58768578210943
-0.10258805178663484,-0.38911916412922987,0.0337212725097594,12.40567308687957,97.84138911106253,-23.89148087392742,101.12100887199738
-0.3488804984985539,-0.3678774802541672,0.2575386370422777,-30.7219259689615,133.26499364893652,44.641977258610495,169.63570065674585
-0.33560462312804706,-0.3672316826772333,0.23585807312161736,-9.903156259715715,106.45995498198727,66.45090333093476,160.41587124954853
-0.22946204469527773,-0.34068638769881304,0.11826844851777964,25.770320310561345,27.08712011109575,-10.674207380175378,32.273732862085296
-0.3882595336475884,-0.37234178874193424,0.30968590440366817,-37.793867932783016,118.65066077319905,-55.904452060003734,171.3667016634938
-0.0550176619247276,-0.42437641824624633,0.02573028050051773,18.22720045180099,123.36044777189917,32.01567674837416,127.97080125716344
-0.2614458202231989,-0.3404335305671229,0.15435923015023056,18.647637905463398,23.73706267825888,30.108879683398442,56.46393806359503
-0.07842503889030669,-0.40532546468482017,0.02919194194601964,11.588081346341575,105.7461292478809,3.043195680518295,100.59282207127674
-0.4872443476453615,-0.3443587512824803,0.38387087398399616,20.27233943078133,-37.1129206754454,-98.78518678687037,178.37107875944915
-0.033027497566962924,-0.43994111585435497,0.028129189162979604,35.79783891610561,137.0655880897415,51.411249537560394,151.9577526917011
-0.1330481729657431,-0.3631341209944115,0.05587508758184576,30.578078454665807,77.77402003513156,-52.47425753068102,113.42962619273874
-0.28947607862941926,-0.34059851920092865,0.19364789871366464,7.445453506367414,59.22414517154794,57.33175397643934,113.94197458325817
-0.01084642172255185,-0.4579278466806812,0.030626719328693697,55.624151257211935,160.18039529853104,64.89195723494319,180.2076719951136
-0.46009049573745125,-0.35193443371751193,0.3709004072727145,12.164288656010513,-5.753301744256653,-101.99527580555528,177.37013300599216
-0.3676517174983671,-0.3584057570034172,0.2894063239413334,-46.83641835301147,154.3078207103764,-16.597360181627753,184.54862870650842
-0.1672462138880786,-0.34435219076854223,0.0810548498721424,33.90010718217407,62.433041472027554,-55.39906640649228,110.17161527785991
-0.3174054350040837,-0.3437593847490988,0.2312091945766608,-11.751700463843392,114.52119597440333,58.38918601037729,157.56559494989762
-0.4350238384148951,-0.35515475866713064,0.354584498138482,-1.9422584704236954,36.43812719406202,-99.69368628728589,176.68835558465344
-0.48824112403276454,-0.3180060636094764,0.37835301280318007,29.85533375799399,-4.1917782887484805,-97.71824149848867,172.2806520290198
-0.41214541204370814,-0.3522633273452952,0.33674461840246184,-18.099787865404693,87.28979023509397,-89.63470219081978,183.38532110461048
-0.20167655859383857,-0.33329730450540224,0.11047992934070568,21.755592890136427,45.52677277656598,-29.966715798396287,65.18851965298238
-0.234697636466614,-0.32832269539043024,0.14402847071901032,8.241365149589742,38.534104925719525,8.059013546670514,37.816224171458884
-0.06252836579791583,-0.4034157738018625,0.041880247718844285,26.65206379501188,92.53971250497591,13.144454123607034,85.59139323790174
-0.46261852063359743,-0.32756646946829354,0.36925075121548434,12.179551849271178,24.09009564267602,-104.6152061373279,182.3959749771231
-0.10194792489633633,-0.3714974591232164,0.05472646830700176,30.178059513313833,77.75718841030316,-32.10685148189106,87.76607717262428
-0.38930420901801366,-0.3432855524349597,0.3181681639957236,-33.53822716088756,142.79825312733078,-65.1003933964679,197.53363685711736
-0.3459104828512202,-0.3458024378068681,0.2686284443233138,-35.79275284837698,155.2561330211652,21.605873559625145,179.84180190210387
-0.26491685128083076,-0.32606191622392067,0.18110088332606616,-0.8810254638872799,61.1429585997978,40.85185552919789,93.80686753220044
-0.03663665185801729,-0.4176290188505902,0.04607365924984232,43.356035573179305,94.02944468629771,39.56873236889719,106.49691114645123
-0.4744988382832651,-0.3034348856452906,0.3717785690607024,30.09714090604198,34.24514007155804,-95.62538066224732,168.7617462091367
-0.1366503482952444,-0.34590118484140664,0.07698070730710779,35.41614432838215,69.0568441077499,-54.73752205759296,112.0982283644333
-0.2940328966787657,-0.3246256893478447,0.22013482733107373,-11.989451033475461,113.58926311941849,50.31551414532943,148.334397330228
-0.4391227418594832,-0.32726408437284515,0.35696029767763365,1.5252556232755978,65.19012810447822,-101.10814739953918,186.60444798884626
-0.17250388991711083,-0.3288739163755464,0.10343973904737357,22.506686924638842,60.47984767220864,-44.15127547530272,93.0116514865596
-0.011863948246234369,-0.4352767643746841,0.05001755016089441,60.48002561239164,111.15978970929172,64.59442692472791,147.67770781944552
-0.365288035140614,-0.3314486176356349,0.2994516701523071,-34.830824049415256,180.72790053810053,-30.79146256185355,207.40058953973048
-0.4149842717107581,-0.32355999934460744,0.3425944945189315,-9.903402013741399,120.69076554155393,-89.92086152001856,200.29196548654517
-0.2070618552856953,-0.31901337639225863,0.13448346102926645,3.2662967049538985,54.41607132048315,-11.554064468117147,56.5201529975839
-0.48544803802948583,-0.2807065479819114,0.37401229838945926,57.34255289444359,50.70026298598433,-79.58092215488892,148.15792938729774
-0.32375271214061846,-0.32720526329978744,0.2555117859449203,-20.872294687723013,162.43817424026196,32.72388498153824,182.8245840202409
-0.07133089014504641,-0.3818756775226712,0.057074059189332456,38.714462706257315,70.01425168366194,-5.012895763875221,61.364715411726124
-0.23879842005852123,-0.31342880524578887,0.16926216818231649,-8.261504995801102,67.26728007531216,22.88703768956615,81.97754501406554
-0.4468586112254789,-0.30152110852887165,0.36193805613719215,21.63093605910344,91.30840653337204,-94.2330434856998,182.94708428616164
-0.1054904728127714,-0.3511253662888797,0.07463324222883351,41.05994885288859,66.41924223553048,-41.445937083983864,92.32313660298837
-0.26865467484569183,-0.30923853806670126,0.207072199232217,-12.69016130720911,110.9432355150122,41.36889940458834,137.88214811574593
-0.39000355828358074,-0.3159844620898324,0.3270016269760064,-16.697025086987622,170.63458733367412,-67.59293783443252,214.36058117567995
-0.33985846101319966,-0.32086575345399854,0.27914803570990565,-28.560168582983934,192.3343117328318,4.452026067529258,208.23240063671724
-0.14201761372530194,-0.327635739887041,0.09760190263651967,26.162334513832732,67.77587340932376,-50.03179963620108,104.94953366270556
-0.040880042088024045,-0.3950441326553866,0.06220253729863806,53.63999645883289,64.47252117041909,25.99903453721319,74.85652135587151
-0.4876739208288486,-0.2544538840258653,0.3742747365518104,93.5550327544288,84.97904213380032,-50.91951469803412,125.70662518993467
-0.4547312071652359,-0.2786908011542064,0.3669594790212644,48.88429802373279,107.19849835295346,-80.79673830891485,168.00359539395785
-0.1783962745957891,-0.3124691515456654,0.1256610558783169,2.528612540426522,67.83828482898761,-28.03779577846298,82.43327003415088
-0.30038537646605884,-0.30640376260577346,0.24680369769154303,-15.52810099693869,171.67445429481603,34.519402150136656,189.61483543564523
-0.4199994570324839,-0.29784764494451643,0.3504097655009135,12.654742331816863,143.78655388025177,-83.98949555362528,200.44410662368213
-0.2115809047955411,-0.3029120489729687,0.15812655725657915,-14.745010331304401,77.67815023505808,5.4835887153436715,86.52678612395243
-0.07450590921997137,-0.3599675249621039,0.07464916700867534,47.94856003996769,57.2316494418928,-19.410197531084876,62.93344288120835
-0.36317000183047865,-0.30628304857466404,0.3098769892131831,-18.012113979249534,212.9897544027746,-37.29270067352931,231.72765055954633
-0.01307586743672417,-0.41177646683169394,0.06764705072372505,73.27080161835262,66.14413612847386,55.878200431263735,119.4334253373016
-0.24190685793491976,-0.2958568409912584,0.19389853409823785,-18.329597193542277,112.34017260735598,30.529759995786808,133.46024637874353
-0.4600513475045377,-0.2572302032362831,0.3711418955935922,76.15633266934019,124.46219880666376,-62.285562270865015,153.1356102366405
-0.11015886969760232,-0.3296966113623273,0.09361978361390941,34.02555807936701,65.24897429461302,-45.42549063768213,96.87858423642146
-0.393007120974272,-0.2912900989198281,0.3376706170858064,7.38467910335703,198.80276836805518,-65.39307348878914,225.69391158809665
-0.4734625562181546,-0.23672271556652047,0.37532397528708505,110.47820071667958,125.96491456155199,-36.887054674935676,135.04880535450351
-0.42635487562598073,-0.2745006845986247,0.3587414789147582,41.01997371134585,164.39240646483825,-71.82445207288569,193.49518108148922
-0.2719197134147317,-0.29011423672113473,0.23182522540182904,-12.684588847021203,170.36049773559938,35.97294066446052,187.68779457555434
-0.1487664470149891,-0.30874666280621027,0.11797717657976772,6.32735668622356,75.21483048553617,-38.39877569793383,98.20790717822833
-0.33353769717521936,-0.2969651089438043,0.2891541755811265,-10.712934681410353,226.4133791041432,-3.915821763944445,232.05460117921743
-0.043364630934620285,-0.37243720511538486,0.07752289683674435,62.83030064662299,44.88199904761709,11.064950172098605,59.24010795909457
-0.1835210572048415,-0.29472372974838795,0.14762793749342937,-18.24684803271554,87.22282290505794,-10.0223117989676,99.1647623633332
-0.21451287748903228,-0.2844255731195931,0.1811682435337764,-25.152360680863072,116.09218199964674,18.38128115665458,134.32662764330385
-0.43375564294903174,-0.25216776384081324,0.3670374789570006,71.17205019388743,177.22443021751428,-55.3942974391061,181.8409137625971
-0.07750283216146665,-0.33736587958855446,0.09101927734447472,46.943115525663146,54.21264683007344,-28.925876690193242,71.46940363099938
-0.4846095265553527,-0.215873882060064,0.37899658842029854,145.0408448637532,148.34260223798003,-8.004730325481098,147.37321697782673
-0.3038580765670846,-0.2850690988086827,0.27019201303879586,-1.0850325024054115,225.76533379845588,16.440119434749604,228.09418788481594
-0.36475999153616206,-0.2830728836407267,0.32332529498464657,8.779893447996201,239.37212550429587,-39.523938277216374,244.8690758995061
-0.01386754253424624,-0.38737037029525806,0.08339977377740866,84.42179362633867,37.41195302076158,42.72951235431937,104.14289687229068
-0.2435412316449957,-0.2755752926100074,0.21763116115837144,-15.279658190773846,168.08789092092698,32.16219582106533,184.8203264472007
-0.11820873368593691,-0.3074077861160047,0.11234263797814233,12.314478468821541,73.75505652687312,-39.92527820326529,97.2896870510889
-0.39829353854278327,-0.26839660897490475,0.3493730939184475,37.90667333800188,217.98460859334833,-57.223224016964245,224.75459109254257
-0.44397356529188264,-0.23023718168003676,0.37520020869857,110.10614689250518,192.9711385707069,-33.2940192978743,177.3115634647959
-0.15495318433164892,-0.2887663653501728,0.1382678363236054,-18.95947419090087,92.73400578426299,-22.035663384406533,110.3356554430587
-0.1865624106002876,-0.27510411718285144,0.16877978016505105,-32.62544862794327,120.21590067904427,5.660204149198229,139.76585455377253
-0.04430671131531448,-0.34962414607833847,0.09144316210008831,65.82420143677683,35.01503017241475,-1.1777815469022883,57.08067047168693
-0.2732339231460229,-0.2687365434253073,0.25472927122487465,4.711804448347674,230.58818512014966,27.521922760032986,233.19304123195016
-0.3352940722327057,-0.27385163826831493,0.30725951303052734,17.002393977765138,265.9945906375058,-14.847429736978054,259.1929731547514
-0.40536561169289265,-0.24655159073797997,0.3613304344952577,72.96914606252206,234.18387021009667,-45.25609742586574,221.86195567398252
-0.48641749199936474,-0.18841847544828697,0.38469888866828833,178.4390786067659,192.92061604687558,23.324949019950157,190.43752686546117
-0.07250593026034631,-0.318483925479563,0.10338532520621756,38.43052146340348,54.49840189820523,-28.337734065584236,69.00478462724574
-0.2154207097953168,-0.26326173972102845,0.2034400310765989,-23.279189942413495,167.357825420008,26.945426919067017,186.07709454831573
-0.3693617325842169,-0.2610398487161502,0.3384579818656672,42.18895428710123,265.09813841529444,-38.59917230078953,255.6216069091448
-0.4528574158349264,-0.20852253818265837,0.382870568695716,143.65806849314234,209.55733790747527,-8.347624393738666,186.16219973655313
-0.09335050800929544,-0.3017329535069619,0.11285373939612504,12.69654709213794,71.82698547785226,-34.17391778596126,88.94904956106915
-0.12672001849383088,-0.2839437330345596,0.1312447623222587,-17.602088784217663,92.10092949284021,-26.925444420612102,112.19858355967317
-0.3053124444923995,-0.2622885065938292,0.2913438883898585,25.967423774935682,278.0140379708866,6.4143340394830535,266.2146410521476
-0.014176411913204323,-0.3619300309205501,0.09694374821930508,89.7414733387409,22.370796201665538,29.19054502512978,95.40786186367771
-0.1582388390591118,-0.26746833122085767,0.1574025212317324,-38.45351969958669,120.57013760034853,-5.772071069020797,144.05598853545743
-0.41411897219670607,-0.225197031916593,0.37318703005786646,108.05773981880732,244.24932240268785,-27.840785421592344,217.40861274679304
-0.24306254186782145,-0.2525014534565356,0.2405614908439083,1.8104646217749423,231.75010441840612,33.06782791621548,237.849231750359
-0.04267051289302926,-0.32687812184619447,0.103464831564227,57.882887007710124,36.557929322558635,-5.099620911306189,51.46698663030613
